name,category,subcategory,text_to_embed
Ba4InSb,Metal,Non-Ferrous,Material Name: Ba4InSb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4InSb. Density: 5.225 g/cm3. Notes: JVASP-64806.
Li4CuF7,Ceramic,Mixed,Material Name: Li4CuF7. Category: Ceramic. Subcategory: Mixed. Formula: Li4CuF7. Density: 2.631 g/cm3. Notes: JVASP-50767.
Li4BeTc,Metal,Non-Ferrous,Material Name: Li4BeTc. Category: Metal. Subcategory: Non-Ferrous. Formula: Li4BeTc. Density: 3.034 g/cm3. Notes: JVASP-64916.
Mg5Tl2,Metal,Non-Ferrous,Material Name: Mg5Tl2. Category: Metal. Subcategory: Non-Ferrous. Formula: Mg5Tl2. Density: 5.399 g/cm3. Notes: JVASP-98569.
Ba4InGa,Metal,Non-Ferrous,Material Name: Ba4InGa. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4InGa. Density: 4.791 g/cm3. Notes: JVASP-64463.
EuTaO4,Ceramic,Oxide,Material Name: EuTaO4. Category: Ceramic. Subcategory: Oxide. Formula: EuTaO4. Density: 8.545 g/cm3. Notes: JVASP-86448.
VCu3O4,Ceramic,Oxide,Material Name: VCu3O4. Category: Ceramic. Subcategory: Oxide. Formula: VCu3O4. Density: 5.368 g/cm3. Notes: JVASP-89270.
BeP4Rh,Ceramic,Mixed,Material Name: BeP4Rh. Category: Ceramic. Subcategory: Mixed. Formula: BeP4Rh. Density: 4.466 g/cm3. Notes: JVASP-65032.
Tm2Ni17,Metal,Non-Ferrous,Material Name: Tm2Ni17. Category: Metal. Subcategory: Non-Ferrous. Formula: Tm2Ni17. Density: 9.536 g/cm3. Notes: JVASP-97585.
NiRuO3,Ceramic,Oxide,Material Name: NiRuO3. Category: Ceramic. Subcategory: Oxide. Formula: NiRuO3. Density: 6.735 g/cm3. Notes: JVASP-38648.
TiInFe2,Metal,Ferrous,Material Name: TiInFe2. Category: Metal. Subcategory: Ferrous. Formula: TiInFe2. Density: 8.171 g/cm3. Youngs Modulus: 194.23535502807124 GPa. Notes: JVASP-37028.
Ce7O12,Ceramic,Oxide,Material Name: Ce7O12. Category: Ceramic. Subcategory: Oxide. Formula: Ce7O12. Density: 6.584 g/cm3. Notes: JVASP-86377.
Be2NbCu,Metal,Non-Ferrous,Material Name: Be2NbCu. Category: Metal. Subcategory: Non-Ferrous. Formula: Be2NbCu. Density: 5.953 g/cm3. Notes: JVASP-64879.
CrO,Ceramic,Oxide,Material Name: CrO. Category: Ceramic. Subcategory: Oxide. Formula: CrO. Density: 4.91 g/cm3. Notes: JVASP-107785.
BiP4HO12,Ceramic,Oxide,Material Name: BiP4HO12. Category: Ceramic. Subcategory: Oxide. Formula: BiP4HO12. Density: 3.877 g/cm3. Notes: JVASP-98366.
TaP4S5Cl5,Ceramic,Mixed,Material Name: TaP4S5Cl5. Category: Ceramic. Subcategory: Mixed. Formula: TaP4S5Cl5. Density: 2.846 g/cm3. Notes: JVASP-97634.
Ba4ZnFe,Metal,Ferrous,Material Name: Ba4ZnFe. Category: Metal. Subcategory: Ferrous. Formula: Ba4ZnFe. Density: 4.679 g/cm3. Notes: JVASP-63927.
LiVSi2O6,Ceramic,Oxide,Material Name: LiVSi2O6. Category: Ceramic. Subcategory: Oxide. Formula: LiVSi2O6. Density: 3.32 g/cm3. Notes: JVASP-97999.
Ba4TiCu,Metal,Non-Ferrous,Material Name: Ba4TiCu. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TiCu. Density: 4.229 g/cm3. Notes: JVASP-64745.
Ba4TiBe,Metal,Non-Ferrous,Material Name: Ba4TiBe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TiBe. Density: 4.141 g/cm3. Notes: JVASP-64019.
Ba4CaNb,Metal,Non-Ferrous,Material Name: Ba4CaNb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4CaNb. Density: 4.137 g/cm3. Youngs Modulus: -2.4511863503065845 GPa. Notes: JVASP-64205.
Ba4TaBi,Metal,Non-Ferrous,Material Name: Ba4TaBi. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TaBi. Density: 6.417 g/cm3. Notes: JVASP-64059.
La3Ga,Metal,Non-Ferrous,Material Name: La3Ga. Category: Metal. Subcategory: Non-Ferrous. Formula: La3Ga. Density: 6.756 g/cm3. Notes: JVASP-88843.
Ta2Tl4Se11,Metal,Non-Ferrous,Material Name: Ta2Tl4Se11. Category: Metal. Subcategory: Non-Ferrous. Formula: Ta2Tl4Se11. Density: 6.9 g/cm3. Notes: JVASP-98047.
TaReSi,Ceramic,Mixed,Material Name: TaReSi. Category: Ceramic. Subcategory: Mixed. Formula: TaReSi. Density: 14.469 g/cm3. Notes: JVASP-90239.
BaSrTe,Metal,Non-Ferrous,Material Name: BaSrTe. Category: Metal. Subcategory: Non-Ferrous. Formula: BaSrTe. Density: 3.98 g/cm3. Notes: JVASP-64147.
Ba4YHf,Metal,Non-Ferrous,Material Name: Ba4YHf. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4YHf. Density: 5.419 g/cm3. Notes: JVASP-64272.
BeVSe,Metal,Non-Ferrous,Material Name: BeVSe. Category: Metal. Subcategory: Non-Ferrous. Formula: BeVSe. Density: 6.046 g/cm3. Youngs Modulus: 277.98241362549334 GPa. Notes: JVASP-65074.
YbBa2SbO6,Ceramic,Oxide,Material Name: YbBa2SbO6. Category: Ceramic. Subcategory: Oxide. Formula: YbBa2SbO6. Density: 5.496 g/cm3. Notes: JVASP-98192.
Rb4CO4,Ceramic,Oxide,Material Name: Rb4CO4. Category: Ceramic. Subcategory: Oxide. Formula: Rb4CO4. Density: 4.051 g/cm3. Notes: JVASP-97865.
KTmI3,Metal,Non-Ferrous,Material Name: KTmI3. Category: Metal. Subcategory: Non-Ferrous. Formula: KTmI3. Density: 5.332 g/cm3. Notes: JVASP-86906.
Na3Co2SbO6,Ceramic,Oxide,Material Name: Na3Co2SbO6. Category: Ceramic. Subcategory: Oxide. Formula: Na3Co2SbO6. Density: 5.014 g/cm3. Notes: JVASP-89042.
Ba4GaPb,Metal,Non-Ferrous,Material Name: Ba4GaPb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4GaPb. Density: 5.427 g/cm3. Notes: JVASP-64335.
Ba4MnZn,Metal,Non-Ferrous,Material Name: Ba4MnZn. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4MnZn. Density: 4.732 g/cm3. Notes: JVASP-64549.
RuN6Cl2,Ceramic,Nitride,Material Name: RuN6Cl2. Category: Ceramic. Subcategory: Nitride. Formula: RuN6Cl2. Density: 3.393 g/cm3. Notes: JVASP-90343.
Li6MnO2F4,Ceramic,Oxide,Material Name: Li6MnO2F4. Category: Ceramic. Subcategory: Oxide. Formula: Li6MnO2F4. Density: 2.272 g/cm3. Notes: JVASP-48314.
Ba4TaGa,Metal,Non-Ferrous,Material Name: Ba4TaGa. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TaGa. Density: 5.624 g/cm3. Notes: JVASP-64107.
Ba4BiSb,Metal,Non-Ferrous,Material Name: Ba4BiSb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4BiSb. Density: 5.994 g/cm3. Notes: JVASP-63972.
Ba4ScTe,Metal,Non-Ferrous,Material Name: Ba4ScTe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4ScTe. Density: 4.502 g/cm3. Notes: JVASP-64613.
MnPS3,Ceramic,Mixed,Material Name: MnPS3. Category: Ceramic. Subcategory: Mixed. Formula: MnPS3. Density: 2.94 g/cm3. Youngs Modulus: 50.39398568019093 GPa. Notes: JVASP-4603.
Ca4Ni3C5,Ceramic,Carbide,Material Name: Ca4Ni3C5. Category: Ceramic. Subcategory: Carbide. Formula: Ca4Ni3C5. Density: 3.511 g/cm3. Notes: JVASP-88565.
BeTcRh4,Metal,Non-Ferrous,Material Name: BeTcRh4. Category: Metal. Subcategory: Non-Ferrous. Formula: BeTcRh4. Density: 9.706 g/cm3. Notes: JVASP-64957.
Ba4SbBr,Metal,Non-Ferrous,Material Name: Ba4SbBr. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4SbBr. Density: 5.024 g/cm3. Notes: JVASP-64807.
PrCu,Metal,Non-Ferrous,Material Name: PrCu. Category: Metal. Subcategory: Non-Ferrous. Formula: PrCu. Density: 7.068 g/cm3. Notes: JVASP-91658.
Pr,Metal,Non-Ferrous,Material Name: Pr. Category: Metal. Subcategory: Non-Ferrous. Formula: Pr. Density: 6.611 g/cm3. Youngs Modulus: 42.962924568780565 GPa. Notes: JVASP-14834.
Rb2CoF6,Ceramic,Mixed,Material Name: Rb2CoF6. Category: Ceramic. Subcategory: Mixed. Formula: Rb2CoF6. Density: 3.87 g/cm3. Youngs Modulus: 26.802919708029197 GPa. Notes: JVASP-22621.
ZnCoO2,Ceramic,Oxide,Material Name: ZnCoO2. Category: Ceramic. Subcategory: Oxide. Formula: ZnCoO2. Density: 6.646 g/cm3. Notes: JVASP-44249.
Li3MnF6,Ceramic,Mixed,Material Name: Li3MnF6. Category: Ceramic. Subcategory: Mixed. Formula: Li3MnF6. Density: 3.177 g/cm3. Notes: JVASP-48580.
H2O,Unknown,,Material Name: H2O. Category: Unknown. Formula: H2O. Density: 1.287 g/cm3. Notes: JVASP-97756.
Ca10Al6Ge9,Metal,Non-Ferrous,Material Name: Ca10Al6Ge9. Category: Metal. Subcategory: Non-Ferrous. Formula: Ca10Al6Ge9. Density: 3.457 g/cm3. Notes: JVASP-98098.
KAgO3,Ceramic,Oxide,Material Name: KAgO3. Category: Ceramic. Subcategory: Oxide. Formula: KAgO3. Density: 4.601 g/cm3. Notes: JVASP-38515.
H3NO4,Unknown,,Material Name: H3NO4. Category: Unknown. Formula: H3NO4. Density: 1.898 g/cm3. Notes: JVASP-97507.
NaBeIn4,Metal,Non-Ferrous,Material Name: NaBeIn4. Category: Metal. Subcategory: Non-Ferrous. Formula: NaBeIn4. Density: 4.996 g/cm3. Notes: JVASP-65111.
Ba4TlPb,Metal,Non-Ferrous,Material Name: Ba4TlPb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TlPb. Density: 6.163 g/cm3. Notes: JVASP-64464.
LiMnP,Ceramic,Mixed,Material Name: LiMnP. Category: Ceramic. Subcategory: Mixed. Formula: LiMnP. Density: 3.694 g/cm3. Youngs Modulus: 107.90615218491648 GPa. Notes: JVASP-88017.
Sr3Hf2O7,Ceramic,Oxide,Material Name: Sr3Hf2O7. Category: Ceramic. Subcategory: Oxide. Formula: Sr3Hf2O7. Density: 6.912 g/cm3. Notes: JVASP-52552.
YInCo2,Metal,Non-Ferrous,Material Name: YInCo2. Category: Metal. Subcategory: Non-Ferrous. Formula: YInCo2. Density: 7.481 g/cm3. Notes: JVASP-91568.
TlCuHSeO5,Ceramic,Oxide,Material Name: TlCuHSeO5. Category: Ceramic. Subcategory: Oxide. Formula: TlCuHSeO5. Density: 5.711 g/cm3. Notes: JVASP-85793.
Ba3Nb2CoO9,Ceramic,Oxide,Material Name: Ba3Nb2CoO9. Category: Ceramic. Subcategory: Oxide. Formula: Ba3Nb2CoO9. Density: 6.334 g/cm3. Notes: JVASP-86588.
KGaTe2,Metal,Non-Ferrous,Material Name: KGaTe2. Category: Metal. Subcategory: Non-Ferrous. Formula: KGaTe2. Density: 4.203 g/cm3. Notes: JVASP-90441.
Ba4MnFe,Metal,Ferrous,Material Name: Ba4MnFe. Category: Metal. Subcategory: Ferrous. Formula: Ba4MnFe. Density: 4.667 g/cm3. Notes: JVASP-64061.
Li4MnO2F2,Ceramic,Oxide,Material Name: Li4MnO2F2. Category: Ceramic. Subcategory: Oxide. Formula: Li4MnO2F2. Density: 2.694 g/cm3. Notes: JVASP-48805.
Sn3Te3Ir2,Metal,Non-Ferrous,Material Name: Sn3Te3Ir2. Category: Metal. Subcategory: Non-Ferrous. Formula: Sn3Te3Ir2. Density: 8.727 g/cm3. Notes: JVASP-97393.
Nb2Br5,Metal,Non-Ferrous,Material Name: Nb2Br5. Category: Metal. Subcategory: Non-Ferrous. Formula: Nb2Br5. Density: 4.58 g/cm3. Notes: JVASP-86734.
LiMnO4,Ceramic,Oxide,Material Name: LiMnO4. Category: Ceramic. Subcategory: Oxide. Formula: LiMnO4. Density: 2.937 g/cm3. Notes: JVASP-98001.
Ca3Ni7B2,Ceramic,Boride,Material Name: Ca3Ni7B2. Category: Ceramic. Subcategory: Boride. Formula: Ca3Ni7B2. Density: 5.665 g/cm3. Notes: JVASP-87047.
Ba4VTc,Metal,Non-Ferrous,Material Name: Ba4VTc. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4VTc. Density: 5.486 g/cm3. Notes: JVASP-64020.
Ba4VPb,Metal,Non-Ferrous,Material Name: Ba4VPb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4VPb. Density: 5.521 g/cm3. Notes: JVASP-64206.
ScGeOs,Metal,Non-Ferrous,Material Name: ScGeOs. Category: Metal. Subcategory: Non-Ferrous. Formula: ScGeOs. Density: 10.416 g/cm3. Notes: JVASP-90175.
KBaV,Metal,Non-Ferrous,Material Name: KBaV. Category: Metal. Subcategory: Non-Ferrous. Formula: KBaV. Density: 2.631 g/cm3. Youngs Modulus: -11.195531289374212 GPa. Notes: JVASP-64392.
Ba4MgMo,Metal,Non-Ferrous,Material Name: Ba4MgMo. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4MgMo. Density: 4.723 g/cm3. Notes: JVASP-63928.
Ru,Metal,Non-Ferrous,Material Name: Ru. Category: Metal. Subcategory: Non-Ferrous. Formula: Ru. Density: 12.088 g/cm3. Youngs Modulus: 482.69348437876914 GPa. Notes: JVASP-16085.
Ba4LaBi,Metal,Non-Ferrous,Material Name: Ba4LaBi. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4LaBi. Density: 5.435 g/cm3. Notes: JVASP-64749.
K2Al2B2O7,Ceramic,Oxide,Material Name: K2Al2B2O7. Category: Ceramic. Subcategory: Oxide. Formula: K2Al2B2O7. Density: 2.459 g/cm3. Notes: JVASP-97443.
Li3Fe7O12,Ceramic,Oxide,Material Name: Li3Fe7O12. Category: Ceramic. Subcategory: Oxide. Formula: Li3Fe7O12. Density: 5.09 g/cm3. Notes: JVASP-47772.
Nd5Ir3,Metal,Non-Ferrous,Material Name: Nd5Ir3. Category: Metal. Subcategory: Non-Ferrous. Formula: Nd5Ir3. Density: 10.378 g/cm3. Notes: JVASP-98736.
Ba4ScPb,Metal,Non-Ferrous,Material Name: Ba4ScPb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4ScPb. Density: 5.096 g/cm3. Notes: JVASP-64148.
CeCuSe2,Metal,Non-Ferrous,Material Name: CeCuSe2. Category: Metal. Subcategory: Non-Ferrous. Formula: CeCuSe2. Density: 6.641 g/cm3. Notes: JVASP-97586.
Nd2Ga5Cu3,Metal,Non-Ferrous,Material Name: Nd2Ga5Cu3. Category: Metal. Subcategory: Non-Ferrous. Formula: Nd2Ga5Cu3. Density: 7.51 g/cm3. Notes: JVASP-107745.
BeTcCl4,Ceramic,Mixed,Material Name: BeTcCl4. Category: Ceramic. Subcategory: Mixed. Formula: BeTcCl4. Density: 3.026 g/cm3. Notes: JVASP-65033.
Ba4CaFe,Metal,Ferrous,Material Name: Ba4CaFe. Category: Metal. Subcategory: Ferrous. Formula: Ba4CaFe. Density: 3.95 g/cm3. Notes: JVASP-64108.
Li4MnV3O8,Ceramic,Oxide,Material Name: Li4MnV3O8. Category: Ceramic. Subcategory: Oxide. Formula: Li4MnV3O8. Density: 4.182 g/cm3. Notes: JVASP-48391.
HoCoSn2,Metal,Non-Ferrous,Material Name: HoCoSn2. Category: Metal. Subcategory: Non-Ferrous. Formula: HoCoSn2. Density: 7.645 g/cm3. Notes: JVASP-98048.
Ba4SbPb,Metal,Non-Ferrous,Material Name: Ba4SbPb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4SbPb. Density: 5.926 g/cm3. Notes: JVASP-64275.
ScBe2Cu,Metal,Non-Ferrous,Material Name: ScBe2Cu. Category: Metal. Subcategory: Non-Ferrous. Formula: ScBe2Cu. Density: 4.151 g/cm3. Youngs Modulus: 62.81964200693085 GPa. Notes: JVASP-64995.
EuPd2,Metal,Non-Ferrous,Material Name: EuPd2. Category: Metal. Subcategory: Non-Ferrous. Formula: EuPd2. Density: 10.528 g/cm3. Notes: JVASP-85863.
SmMnSi2,Ceramic,Mixed,Material Name: SmMnSi2. Category: Ceramic. Subcategory: Mixed. Formula: SmMnSi2. Density: 6.187 g/cm3. Youngs Modulus: 178.01469224658788 GPa. Notes: JVASP-91798.
ICl,Unknown,,Material Name: ICl. Category: Unknown. Formula: ICl. Density: 3.735 g/cm3. Youngs Modulus: 10.69329484902309 GPa. Notes: JVASP-85283.
CdSO3,Ceramic,Oxide,Material Name: CdSO3. Category: Ceramic. Subcategory: Oxide. Formula: CdSO3. Density: 4.307 g/cm3. Notes: JVASP-97866.
Li2CoO2F,Ceramic,Oxide,Material Name: Li2CoO2F. Category: Ceramic. Subcategory: Oxide. Formula: Li2CoO2F. Density: 4.221 g/cm3. Notes: JVASP-48474.
Ba4ScSe,Metal,Non-Ferrous,Material Name: Ba4ScSe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4ScSe. Density: 4.321 g/cm3. Notes: JVASP-64336.
Be2FeW,Metal,Ferrous,Material Name: Be2FeW. Category: Metal. Subcategory: Ferrous. Formula: Be2FeW. Density: 9.919 g/cm3. Youngs Modulus: 212.17003177807177 GPa. Notes: JVASP-64917.
H3N,Unknown,,Material Name: H3N. Category: Unknown. Formula: H3N. Density: 0.971 g/cm3. Youngs Modulus: 16.489163738580466 GPa. Notes: JVASP-85669.
K3CO3F,Ceramic,Oxide,Material Name: K3CO3F. Category: Ceramic. Subcategory: Oxide. Formula: K3CO3F. Density: 2.537 g/cm3. Youngs Modulus: 44.67023554603854 GPa. Notes: JVASP-87109.
Ba4PPb,Ceramic,Mixed,Material Name: Ba4PPb. Category: Ceramic. Subcategory: Mixed. Formula: Ba4PPb. Density: 5.586 g/cm3. Notes: JVASP-63973.
FeSO4,Ceramic,Oxide,Material Name: FeSO4. Category: Ceramic. Subcategory: Oxide. Formula: FeSO4. Density: 3.6 g/cm3. Notes: JVASP-97344.
MgMnF6,Ceramic,Mixed,Material Name: MgMnF6. Category: Ceramic. Subcategory: Mixed. Formula: MgMnF6. Density: 3.486 g/cm3. Notes: JVASP-107786.
MnTe,Metal,Non-Ferrous,Material Name: MnTe. Category: Metal. Subcategory: Non-Ferrous. Formula: MnTe. Density: 6.393 g/cm3. Youngs Modulus: 76.4202316237296 GPa. Notes: JVASP-91526.
Ba4CoSe,Metal,Non-Ferrous,Material Name: Ba4CoSe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4CoSe. Density: 5.049 g/cm3. Notes: JVASP-64614.
K2PdO2,Ceramic,Oxide,Material Name: K2PdO2. Category: Ceramic. Subcategory: Oxide. Formula: K2PdO2. Density: 4.411 g/cm3. Youngs Modulus: 83.2087804983561 GPa. Notes: JVASP-22560.
CaB3H5O8,Ceramic,Oxide,Material Name: CaB3H5O8. Category: Ceramic. Subcategory: Oxide. Formula: CaB3H5O8. Density: 2.454 g/cm3. Notes: JVASP-97636.
AsPO5,Unknown,,Material Name: AsPO5. Category: Unknown. Formula: AsPO5. Density: 3.818 g/cm3. Notes: JVASP-98455.
LiBe2Cl,Ceramic,Mixed,Material Name: LiBe2Cl. Category: Ceramic. Subcategory: Mixed. Formula: LiBe2Cl. Density: 1.679 g/cm3. Youngs Modulus: 38.44421146245059 GPa. Notes: JVASP-65075.
Be2NiRu,Metal,Superalloy,Material Name: Be2NiRu. Category: Metal. Subcategory: Superalloy. Formula: Be2NiRu. Density: 7.458 g/cm3. Notes: JVASP-64685.
YZn,Metal,Non-Ferrous,Material Name: YZn. Category: Metal. Subcategory: Non-Ferrous. Formula: YZn. Density: 5.662 g/cm3. Youngs Modulus: 86.06454874938474 GPa. Notes: JVASP-1396.
Ca3Mn2Si3O12,Ceramic,Oxide,Material Name: Ca3Mn2Si3O12. Category: Ceramic. Subcategory: Oxide. Formula: Ca3Mn2Si3O12. Density: 3.794 g/cm3. Notes: JVASP-97685.
LuNbO4,Ceramic,Oxide,Material Name: LuNbO4. Category: Ceramic. Subcategory: Oxide. Formula: LuNbO4. Density: 7.678 g/cm3. Youngs Modulus: 185.1488189879086 GPa. Notes: JVASP-85717.
K4CO4,Ceramic,Oxide,Material Name: K4CO4. Category: Ceramic. Subcategory: Oxide. Formula: K4CO4. Density: 2.651 g/cm3. Youngs Modulus: 21.76689329758713 GPa. Notes: JVASP-87220.
InCu6ClO8,Ceramic,Oxide,Material Name: InCu6ClO8. Category: Ceramic. Subcategory: Oxide. Formula: InCu6ClO8. Density: 5.631 g/cm3. Notes: JVASP-85469.
H4S4N6O,Unknown,,Material Name: H4S4N6O. Category: Unknown. Formula: H4S4N6O. Density: 2.097 g/cm3. Notes: JVASP-97932.
Ba4InSe,Metal,Non-Ferrous,Material Name: Ba4InSe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4InSe. Density: 5.04 g/cm3. Notes: JVASP-64808.
Ba4TaSe,Metal,Non-Ferrous,Material Name: Ba4TaSe. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TaSe. Density: 5.718 g/cm3. Notes: JVASP-64062.
Ba4PdPb,Metal,Non-Ferrous,Material Name: Ba4PdPb. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4PdPb. Density: 6.101 g/cm3. Notes: JVASP-63929.
MnBeCo4,Metal,Non-Ferrous,Material Name: MnBeCo4. Category: Metal. Subcategory: Non-Ferrous. Formula: MnBeCo4. Density: 7.598 g/cm3. Youngs Modulus: 144.5044860640526 GPa. Notes: JVASP-64880.
MnBeCd4,Metal,Non-Ferrous,Material Name: MnBeCd4. Category: Metal. Subcategory: Non-Ferrous. Formula: MnBeCd4. Density: 6.941 g/cm3. Notes: JVASP-65112.
La2MoO6,Ceramic,Oxide,Material Name: La2MoO6. Category: Ceramic. Subcategory: Oxide. Formula: La2MoO6. Density: 6.121 g/cm3. Notes: JVASP-90543.
BaCaSc,Metal,Non-Ferrous,Material Name: BaCaSc. Category: Metal. Subcategory: Non-Ferrous. Formula: BaCaSc. Density: 2.932 g/cm3. Notes: JVASP-64109.
SiBr4,Unknown,,Material Name: SiBr4. Category: Unknown. Formula: SiBr4. Density: 3.523 g/cm3. Notes: JVASP-98821.
Cu5Si2S7,Ceramic,Mixed,Material Name: Cu5Si2S7. Category: Ceramic. Subcategory: Mixed. Formula: Cu5Si2S7. Density: 3.985 g/cm3. Notes: JVASP-98508.
Ba2NaBi,Metal,Non-Ferrous,Material Name: Ba2NaBi. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba2NaBi. Density: 5.229 g/cm3. Notes: JVASP-64149.
Ba4TlRh,Metal,Non-Ferrous,Material Name: Ba4TlRh. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TlRh. Density: 6.198 g/cm3. Notes: JVASP-64021.
Ba4HfCd,Metal,Non-Ferrous,Material Name: Ba4HfCd. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4HfCd. Density: 5.511 g/cm3. Notes: JVASP-64207.
SbXeOF9,Unknown,,Material Name: SbXeOF9. Category: Unknown. Formula: SbXeOF9. Density: 3.892 g/cm3. Notes: JVASP-98570.
RbBiC4S4N4,Ceramic,Nitride,Material Name: RbBiC4S4N4. Category: Ceramic. Subcategory: Nitride. Formula: RbBiC4S4N4. Density: 3.174 g/cm3. Notes: JVASP-88718.
LiVF4,Ceramic,Mixed,Material Name: LiVF4. Category: Ceramic. Subcategory: Mixed. Formula: LiVF4. Density: 2.742 g/cm3. Notes: JVASP-42233.
Ba3Te4O11,Ceramic,Oxide,Material Name: Ba3Te4O11. Category: Ceramic. Subcategory: Oxide. Formula: Ba3Te4O11. Density: 5.438 g/cm3. Notes: JVASP-98367.
Ba4TeMo,Metal,Non-Ferrous,Material Name: Ba4TeMo. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TeMo. Density: 5.187 g/cm3. Notes: JVASP-64276.
ZnCu2GeTe4,Metal,Non-Ferrous,Material Name: ZnCu2GeTe4. Category: Metal. Subcategory: Non-Ferrous. Formula: ZnCu2GeTe4. Density: 5.75 g/cm3. Notes: JVASP-91614.
TmPaO4,Ceramic,Oxide,Material Name: TmPaO4. Category: Ceramic. Subcategory: Oxide. Formula: TmPaO4. Density: 10.097 g/cm3. Notes: JVASP-53445.
BeRuBr4,Metal,Non-Ferrous,Material Name: BeRuBr4. Category: Metal. Subcategory: Non-Ferrous. Formula: BeRuBr4. Density: 4.322 g/cm3. Notes: JVASP-65034.
TbSb2Pd,Metal,Non-Ferrous,Material Name: TbSb2Pd. Category: Metal. Subcategory: Non-Ferrous. Formula: TbSb2Pd. Density: 8.91 g/cm3. Notes: JVASP-90632.
Ba4TeW,Metal,Non-Ferrous,Material Name: Ba4TeW. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4TeW. Density: 6.0 g/cm3. Notes: JVASP-63974.
Na4WO4,Ceramic,Oxide,Material Name: Na4WO4. Category: Ceramic. Subcategory: Oxide. Formula: Na4WO4. Density: 4.558 g/cm3. Notes: JVASP-42416.
Ba4CaPt,Metal,Non-Ferrous,Material Name: Ba4CaPt. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4CaPt. Density: 5.156 g/cm3. Youngs Modulus: -20.680174541077346 GPa. Notes: JVASP-64550.
CaHfO3,Ceramic,Oxide,Material Name: CaHfO3. Category: Ceramic. Subcategory: Oxide. Formula: CaHfO3. Density: 6.928 g/cm3. Youngs Modulus: 247.6189929566912 GPa. Notes: JVASP-49953.
SrAs3,Metal,Non-Ferrous,Material Name: SrAs3. Category: Metal. Subcategory: Non-Ferrous. Formula: SrAs3. Density: 5.087 g/cm3. Youngs Modulus: 67.32291265846976 GPa. Notes: JVASP-90816.
NaBeGe4,Metal,Non-Ferrous,Material Name: NaBeGe4. Category: Metal. Subcategory: Non-Ferrous. Formula: NaBeGe4. Density: 4.423 g/cm3. Notes: JVASP-64958.
Ba4VCl,Ceramic,Mixed,Material Name: Ba4VCl. Category: Ceramic. Subcategory: Mixed. Formula: Ba4VCl. Density: 4.174 g/cm3. Notes: JVASP-64686.
KH3SO6,Ceramic,Oxide,Material Name: KH3SO6. Category: Ceramic. Subcategory: Oxide. Formula: KH3SO6. Density: 2.207 g/cm3. Notes: JVASP-98623.
WSe2,Metal,Non-Ferrous,Material Name: WSe2. Category: Metal. Subcategory: Non-Ferrous. Formula: WSe2. Density: 8.939 g/cm3. Youngs Modulus: 104.45948981423314 GPa. Notes: JVASP-75.
Ba4LiGa,Metal,Non-Ferrous,Material Name: Ba4LiGa. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4LiGa. Density: 3.806 g/cm3. Notes: JVASP-64616.
Ba4HgBi,Metal,Non-Ferrous,Material Name: Ba4HgBi. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4HgBi. Density: 6.221 g/cm3. Notes: JVASP-64337.
LiMg,Metal,Non-Ferrous,Material Name: LiMg. Category: Metal. Subcategory: Non-Ferrous. Formula: LiMg. Density: 1.283 g/cm3. Notes: JVASP-90586.
Ba4VZn,Metal,Non-Ferrous,Material Name: Ba4VZn. Category: Metal. Subcategory: Non-Ferrous. Formula: Ba4VZn. Density: 4.434 g/cm3. Notes: JVASP-63930.
Ba4SiSn,Ceramic,Mixed,Material Name: Ba4SiSn. Category: Ceramic. Subcategory: Mixed. Formula: Ba4SiSn. Density: 4.866 g/cm3. Notes: JVASP-64110.
